date,open,high,low,adj_close,volume,prev_day_diff,50_day_moving_avg,10_day_volatility,close
2014-11-03,0.03672449947294383,0.03710741149371942,0.03721606122883194,0.03685694438639715,0.0107788484175772,0.0,0.03647588082967458,0.0,190.009995
2014-11-05,0.03763274096715103,0.03746663899315067,0.03799097774412058,0.03695781157315762,0.008948217182079917,0.0036834665964938736,0.03652579289177651,0.0011601318144127037,190.529999
2014-11-07,0.03774725565680594,0.037670526445622236,0.03724021644599258,0.037338000617561415,0.020913462050639747,0.013883738511909565,0.03666784973637498,0.006603774914296656,192.490005
2014-11-10,0.03830404783737152,0.03855403679788595,0.03888665846988695,0.03821476163127579,0.01364181297321859,0.03201754714141302,0.03695580220639962,0.02007900397302259,197.009995
2014-11-11,0.03889835192226972,0.03961036535049026,0.0391845471856347,0.039262219746574546,0.017874312094138173,0.03825106164695283,0.03733589945892081,0.03533903706263952,202.41000400000001
2014-11-12,0.03996257243535933,0.039767649118943364,0.040416362622476006,0.03952408332611273,0.012473703551256293,0.009562730745706223,0.037632490125279625,0.034468931306079816,203.759995
2014-11-13,0.040278483292906134,0.039612306159314103,0.04006211361193598,0.03879280636447618,0.006404552509245156,-0.026704762445396744,0.03774095284138474,0.015126241744801809,199.990005
2014-11-14,0.03948870911069229,0.03953851755930395,0.0400540639527417,0.03936890516027132,0.010870583525662192,0.021037968230748903,0.037893567371623006,0.024831021719435947,202.96000700000002
2014-11-17,0.03988359620179922,0.0411657299302676,0.04039824852428761,0.04102544208311039,0.012590228457321977,0.06049339351187112,0.03819442442683412,0.05594357535051727,211.5
2014-11-18,0.04174351400602573,0.04149194756292204,0.042187598215171075,0.040967249221708454,0.010431855523629654,-0.002125086145580923,0.03842935093062209,0.04914446222254713,211.19999700000002
2014-11-19,0.041621099995000306,0.04108417557064848,0.04134223364607417,0.04034846990521128,0.006197588763701078,-0.022596574923133758,0.038565892383280675,0.026879018145681718,208.009995
2014-11-20,0.04122621290389339,0.04054436100442011,0.04075853241422208,0.039784010760885384,0.006621972107351531,-0.020612911591827935,0.03863312514156505,0.007393563570032904,205.100006
2014-11-21,0.04071285850079311,0.04093660128329775,0.041140956942794064,0.040294158926130336,0.010901886805566939,0.018629583973673973,0.03872885079514643,0.01232847499964471,207.729996
2014-11-24,0.04119857100495945,0.041004561825675225,0.041640125380972476,0.04035623386970304,0.008176166027769391,0.0022668519711198775,0.038815289324582024,0.008830339089800356,208.050003
2014-11-25,0.041072207135805235,0.04049581651157782,0.04053712683295374,0.03924282212610723,0.007629901296207816,-0.040659555375707715,0.03881674283585528,0.01673697405554627,202.309998
2014-11-26,0.03986385066258259,0.039744345820599346,0.04031169793166353,0.039246701010681374,0.006579773743373161,0.00014164905574700492,0.03881825449549082,0.01600967928502518,202.330002
2014-11-27,0.040041551630572624,0.039950176800386344,0.040740418316033686,0.03938636343837646,0.012955669074745218,0.005100190693547823,0.038827718833693056,0.014162376771752253,203.050003
2014-11-28,0.04038905128352899,0.04269779393019251,0.04108258810777976,0.042177646269743733,0.02910720805182587,0.10193202964135535,0.03898959952302132,0.043584832604789236,217.440002
2014-12-01,0.04308218104743466,0.042901681382664064,0.043248324227413516,0.042001127943476206,0.014234636244980723,-0.006446093911784267,0.03912524580735458,0.037279983863232787,216.52999900000003
2014-12-02,0.04246418472428777,0.04303954618891242,0.042799477984205685,0.04207483954077131,0.019535421392190996,0.0026917991383608925,0.03925097482916723,0.03642777487694987,216.91000400000001
