date,open,high,low,close,adj_close,volume
2015-08-21,189.000000,201.399994,187.899994,199.649994,198.215378,13854388
2015-08-24,185.000000,193.199997,175.399994,182.600006,181.287903,15311574
2015-08-25,189.000000,189.000000,172.449997,182.649994,181.337540,14500509
2015-08-26,182.350006,182.500000,175.850006,177.199997,175.926697,11710116
2015-08-27,182.100006,188.600006,179.550003,187.800003,186.450546,19433047
2015-08-28,191.000000,192.449997,181.000000,185.199997,183.869217,8276935
2015-08-31,184.199997,189.800003,183.000000,184.750000,183.422455,7867199
2015-09-01,181.250000,183.149994,170.649994,172.500000,171.260483,8528703
2015-09-02,175.949997,175.949997,166.550003,169.500000,168.282028,11324084
2015-09-03,172.600006,178.500000,169.500000,175.600006,174.338211,7011767
2015-09-04,174.949997,175.449997,164.850006,174.250000,172.997910,10417204
2015-09-07,175.800003,180.000000,168.699997,169.800003,168.579880,7452057
2015-09-08,171.949997,180.699997,169.449997,177.699997,176.423111,8651934
2015-09-09,182.000000,182.399994,176.800003,180.600006,179.302277,8900397
2015-09-10,175.600006,180.899994,173.050003,178.949997,177.664124,7766785
2015-09-11,181.250000,185.000000,179.199997,181.300003,179.997253,9750849
2015-09-14,182.000000,187.199997,181.000000,186.550003,185.209518,5640654
2015-09-15,185.000000,187.250000,180.750000,181.600006,180.295090,5703930
2015-09-16,184.000000,184.350006,179.899994,182.550003,181.238266,6249396
2015-09-18,185.000000,192.250000,184.000000,190.300003,188.932571,13898028
2015-09-21,186.500000,192.800003,186.199997,192.100006,190.719650,6864603
2015-09-22,193.550003,196.250000,185.100006,186.850006,185.507370,11012950
2015-09-23,183.100006,190.250000,182.449997,188.250000,186.897308,6385928
2015-09-24,188.000000,190.300003,185.300003,186.399994,185.060593,8759263
2015-09-28,187.899994,188.750000,183.000000,183.550003,182.231079,5200941
2015-09-29,181.000000,189.000000,178.850006,187.250000,185.904495,14290387
2015-09-30,188.899994,189.399994,181.550003,183.199997,181.883591,7035780
2015-10-01,185.250000,185.699997,180.500000,181.100006,179.798691,5232804
2015-10-05,183.000000,187.199997,182.500000,186.399994,185.060593,5748005
2015-10-06,187.000000,187.000000,182.199997,184.350006,183.025330,6403546
2015-10-07,184.199997,187.000000,183.550003,186.350006,185.010956,4487908
2015-10-08,186.500000,191.000000,184.199997,185.899994,184.564178,7127441
2015-10-09,187.600006,188.699997,181.300003,182.100006,180.791504,5322131
2015-10-12,172.500000,179.649994,169.300003,176.800003,175.529587,17641320
2015-10-13,175.100006,178.399994,174.199997,176.000000,174.735321,6465322
2015-10-14,174.000000,176.500000,173.000000,173.500000,172.253296,5063842
2015-10-15,174.899994,180.399994,174.199997,179.899994,178.607300,7941255
2015-10-16,179.699997,179.800003,175.100006,177.699997,176.423111,6019726
2015-10-19,177.500000,178.850006,174.399994,175.550003,174.288559,3959212
2015-10-20,176.000000,178.600006,175.100006,176.250000,174.983536,4977877
2015-10-21,176.449997,177.399994,171.600006,174.750000,173.494308,4780005
2015-10-23,176.100006,176.699997,172.500000,173.100006,171.856171,4429520
2015-10-26,173.699997,174.899994,171.050003,172.050003,170.813721,2655746
2015-10-27,172.199997,172.850006,167.949997,168.350006,167.140305,4659114
2015-10-28,166.800003,167.000000,161.500000,164.050003,162.871201,8360171
2015-10-29,164.199997,165.699997,161.800003,162.449997,161.282684,6729964
2015-10-30,162.100006,164.800003,159.550003,160.199997,159.048859,3329357
2015-11-02,161.000000,162.750000,156.600006,161.850006,160.687012,4087869
2015-11-03,163.199997,164.300003,161.250000,161.949997,160.786285,2575203
2015-11-04,164.000000,165.399994,162.250000,163.449997,162.275497,2924240
2015-11-05,163.000000,163.399994,158.500000,159.399994,158.254608,3577012
2015-11-06,158.500000,169.199997,140.100006,167.050003,165.849640,41221671
2015-11-09,162.550003,172.500000,161.699997,171.449997,170.218018,13759006
2015-11-10,169.399994,173.899994,167.850006,172.949997,171.707245,9643929
2015-11-13,172.000000,175.350006,169.500000,174.199997,172.948257,4232178
2015-11-16,173.899994,177.199997,173.399994,176.449997,175.182098,3956693
2015-11-17,177.000000,177.399994,172.649994,173.250000,172.005081,5854943
2015-11-18,172.750000,173.199997,167.600006,168.350006,167.140305,3802980
2015-11-19,170.050003,170.050003,166.699997,168.100006,166.892105,3106543
2015-11-20,168.000000,173.199997,166.000000,171.899994,170.664780,6658634
2015-11-23,172.100006,172.750000,168.399994,169.350006,168.133118,2844474
2015-11-24,169.000000,171.149994,167.850006,168.199997,166.991379,2584252
2015-11-26,169.399994,172.000000,167.199997,170.050003,168.828079,4062210
2015-11-27,171.699997,180.250000,170.699997,179.600006,178.309464,8015865
2015-11-30,179.399994,182.500000,178.699997,179.899994,178.607300,6179392
2015-12-01,179.899994,180.800003,176.300003,177.550003,176.274200,3179826
2015-12-02,177.550003,179.050003,173.300003,173.800003,172.551132,2806938
2015-12-03,170.800003,173.199997,170.800003,171.250000,170.019455,3707538
2015-12-04,170.000000,170.000000,165.550003,166.899994,165.700714,5677342
2015-12-07,168.149994,170.000000,165.050003,165.699997,164.509338,4471391
2015-12-08,165.100006,167.250000,160.850006,161.699997,160.538086,3682593
2015-12-09,161.050003,163.800003,159.500000,160.250000,159.098495,4114264
2015-12-10,161.300003,162.000000,156.300003,159.350006,158.204971,4601250
2015-12-11,160.300003,161.300003,150.449997,155.250000,154.134430,9216363
2015-12-14,154.000000,158.699997,153.300003,156.800003,155.673294,4516807
2015-12-15,157.000000,159.199997,155.000000,158.350006,157.212158,4845016
2015-12-16,159.899994,161.800003,157.250000,159.800003,158.651733,6871448
2015-12-17,161.000000,163.399994,158.600006,159.949997,158.800659,5294926
2015-12-18,159.750000,162.800003,158.300003,159.000000,157.857483,4846330
2015-12-21,159.250000,160.399994,157.500000,159.449997,158.304245,3892072
2015-12-22,159.550003,161.399994,156.550003,157.100006,155.971146,2873560
2015-12-23,158.600006,159.000000,157.500000,158.550003,157.410721,2806684
2015-12-24,158.600006,159.750000,157.399994,158.300003,157.162521,1732360
2015-12-28,159.250000,159.949997,158.399994,158.949997,157.807846,1555520
2015-12-29,159.399994,159.500000,157.100006,157.850006,156.715759,2538151
2015-12-30,158.899994,159.399994,155.300003,156.100006,154.978333,3585872
2015-12-31,156.100006,159.000000,154.000000,156.649994,155.524368,8896436
2016-01-01,157.199997,159.899994,156.000000,159.050003,157.907120,2465469
2016-01-04,158.100006,158.800003,150.500000,151.199997,150.113525,5466902
2016-01-05,152.699997,152.699997,146.300003,148.100006,147.035812,7745858
2016-01-06,148.000000,150.949997,146.600006,148.699997,147.631485,4243727
2016-01-07,147.000000,147.000000,138.800003,139.500000,138.497604,7983007
2016-01-08,140.949997,143.449997,139.350006,140.449997,139.440781,3860880
2016-01-11,138.000000,140.199997,134.550003,139.100006,138.100479,7042655
2016-01-12,138.550003,140.399994,133.699997,134.500000,133.533539,5896447
2016-01-13,136.199997,137.399994,127.500000,132.100006,131.150787,8377553
2016-01-14,129.800003,131.850006,126.250000,130.899994,129.959396,7253954
2016-01-15,130.949997,133.000000,124.599998,126.150002,125.243530,6218125
2016-01-18,127.000000,131.500000,124.449997,125.699997,124.796761,12717221
2016-01-19,127.550003,129.199997,124.250000,125.150002,124.250717,6853383
2016-01-20,122.800003,123.000000,118.050003,121.150002,120.279465,7500382
2016-01-21,123.550003,126.500000,121.099998,124.250000,123.357185,6580088
2016-01-22,126.300003,131.600006,126.250000,130.199997,129.264420,6659077
2016-01-25,132.399994,133.149994,128.500000,129.500000,128.569458,5082968
2016-01-27,128.699997,131.399994,125.349998,130.000000,129.065872,8078468
2016-01-28,129.899994,132.699997,128.350006,130.149994,129.214783,6109040
2016-01-29,128.800003,130.699997,122.650002,125.400002,124.498924,11988921
2016-02-01,125.250000,126.849998,121.099998,122.199997,121.321915,5631241
2016-02-02,122.550003,127.849998,120.099998,120.949997,120.080894,9944852
2016-02-03,119.400002,122.599998,116.300003,120.550003,119.683777,6876418
2016-02-04,123.000000,124.699997,120.849998,122.800003,121.917610,5957948
2016-02-05,123.400002,128.050003,121.650002,126.949997,126.037781,5380861
2016-02-08,127.900002,134.699997,127.099998,130.649994,129.711197,9374447
2016-02-09,128.000000,131.550003,123.550003,124.300003,123.406830,8476433
2016-02-10,124.000000,124.000000,115.599998,116.900002,116.059998,11189664
2016-02-11,115.599998,121.599998,112.650002,115.949997,115.116821,17088692
2016-02-12,117.000000,117.400002,109.349998,113.699997,112.882988,7472380
2016-02-15,118.500000,142.100006,118.500000,139.350006,138.348694,55792562
2016-02-16,140.750000,140.750000,129.699997,130.850006,129.909760,27278731
2016-02-17,131.199997,140.449997,126.300003,138.300003,137.306229,27514647
2016-02-18,141.699997,146.250000,135.399994,138.850006,137.852280,21839968
2016-02-19,136.750000,141.850006,136.500000,139.649994,138.646515,11146103
2016-02-22,140.000000,141.500000,136.649994,139.250000,138.249405,8496547
2016-02-23,139.000000,139.250000,132.350006,132.949997,131.994659,8612499
2016-02-24,130.750000,136.250000,130.050003,133.699997,132.739273,11020492
2016-02-25,135.350006,135.850006,129.250000,130.100006,129.165161,14421310
2016-02-26,133.750000,134.250000,126.699997,132.750000,131.796112,15314340
2016-02-29,133.250000,139.199997,127.099998,131.899994,130.952209,26064200
2016-03-01,134.350006,136.800003,133.000000,136.050003,135.072403,13674360
2016-03-02,144.500000,152.100006,143.100006,145.250000,144.206284,30497349
2016-03-03,147.399994,147.399994,141.199997,145.399994,144.355209,11598899
2016-03-04,146.000000,150.500000,143.600006,148.899994,147.830048,14291897
2016-03-08,143.899994,147.449997,140.600006,141.899994,140.880356,14941466
2016-03-09,140.000000,143.399994,139.550003,143.050003,142.022095,18609517
2016-03-10,144.000000,144.300003,138.300003,139.199997,138.199753,9988261
2016-03-11,139.000000,142.199997,137.500000,140.699997,139.688980,7604612
2016-03-14,142.899994,143.199997,140.399994,140.949997,139.937180,6054502
2016-03-15,142.000000,144.000000,140.800003,143.199997,142.171021,6643370
2016-03-16,145.000000,146.399994,141.199997,142.949997,141.922806,13741870
2016-03-17,146.000000,146.699997,141.000000,142.250000,141.227844,10441787
2016-03-18,143.449997,144.500000,141.750000,144.100006,143.064560,6685144
2016-03-21,145.649994,147.800003,144.699997,147.399994,146.340836,7220368
2016-03-22,147.649994,147.800003,144.699997,146.500000,145.447311,4904756
2016-03-23,145.250000,145.750000,142.850006,144.000000,142.965271,6452849
2016-03-28,145.000000,145.000000,137.199997,138.750000,137.752991,8134726
2016-03-29,138.350006,141.449997,137.699997,140.350006,139.341507,5583334
2016-03-30,142.000000,148.750000,140.800003,147.050003,145.993362,9150953
2016-03-31,147.000000,149.399994,145.250000,147.000000,145.943710,14300509
2016-04-01,145.699997,153.500000,145.350006,152.800003,151.702042,12808561
2016-04-04,154.000000,154.149994,149.649994,151.449997,150.361725,6201546
2016-04-05,150.899994,152.300003,143.600006,144.350006,143.312759,13262487
2016-04-06,144.399994,144.899994,141.600006,143.350006,142.319946,5995156
2016-04-07,143.449997,146.399994,142.149994,143.399994,142.369568,5841269
2016-04-08,143.000000,144.100006,141.750000,143.100006,142.071747,4019160
2016-04-11,143.100006,150.100006,143.100006,149.350006,148.276825,7123348
2016-04-12,149.699997,150.850006,148.000000,149.199997,148.127899,5850618
2016-04-13,151.850006,153.899994,151.300003,152.449997,151.354553,8681520
2016-04-18,151.100006,151.899994,146.899994,148.100006,147.035812,5736322
2016-04-20,148.550003,153.699997,146.500000,152.649994,151.553101,8066467
2016-04-21,155.000000,162.300003,154.600006,157.750000,156.616470,18110602
2016-04-22,156.850006,163.899994,155.399994,161.949997,160.786285,13127744
2016-04-25,162.250000,162.449997,156.550003,157.850006,156.715759,7200751
2016-04-26,157.449997,162.149994,156.250000,161.699997,160.538086,8570064
2016-04-27,161.699997,163.350006,159.800003,161.050003,159.892761,5587291
2016-04-28,160.399994,163.300003,159.199997,160.550003,159.396347,10995521
2016-04-29,160.600006,162.600006,152.850006,157.899994,156.765381,7904145
2016-05-02,157.800003,158.500000,155.100006,155.500000,154.382629,4710508
2016-05-03,156.250000,159.399994,152.100006,152.899994,151.801315,6028875
2016-05-04,152.550003,154.600006,148.000000,148.649994,147.581848,8544044
2016-05-05,149.949997,150.949997,146.800003,148.699997,147.631485,7567623
2016-05-06,148.699997,152.500000,148.550003,150.600006,149.517853,6562718
2016-05-09,152.000000,156.399994,150.800003,155.149994,154.035141,6471976
2016-05-10,155.000000,158.250000,152.399994,157.399994,156.268982,6802037
2016-05-11,154.449997,158.149994,152.800003,156.850006,155.722946,7745485
2016-05-12,159.750000,160.149994,155.199997,157.649994,156.517181,8079241
2016-05-13,157.500000,157.500000,154.100006,155.100006,153.985519,10556586
2016-05-16,150.000000,150.000000,139.750000,142.300003,141.277481,37212369
2016-05-17,143.300003,144.649994,139.699997,141.899994,140.880356,15796818
2016-05-18,140.000000,143.600006,140.000000,142.399994,141.376755,9622998
2016-05-19,142.000000,142.000000,136.199997,137.199997,136.214127,10018968
2016-05-20,136.850006,138.699997,134.500000,135.050003,134.079590,8781855
2016-05-23,135.800003,136.399994,131.300003,131.800003,130.852936,11239891
2016-05-24,131.250000,131.899994,128.250000,129.800003,128.867310,9149939
2016-05-25,131.850006,134.199997,130.500000,133.199997,132.242874,9150800
2016-05-26,133.550003,136.350006,132.500000,134.850006,133.881027,15954717
2016-05-27,135.899994,140.800003,134.399994,138.600006,137.604080,8704250
2016-05-30,141.000000,141.399994,136.500000,138.399994,137.405502,7009869
2016-05-31,138.699997,143.449997,136.800003,142.800003,141.773895,8312141
