date,open,high,low,close,adj_close,volume
2014-11-03,186.000000,191.100006,184.899994,190.009995,184.423233,5030750
2014-11-05,190.600006,192.949997,188.750000,190.529999,184.927948,4176350
2014-11-07,191.179993,194.000000,185.020004,192.490005,186.830322,9760820
2014-11-10,194.000000,198.550003,193.199997,197.009995,191.217422,6366965
2014-11-11,197.009995,203.990005,194.679993,202.410004,196.458649,8342375
2014-11-12,202.399994,204.800003,200.800003,203.759995,197.768951,5821780
2014-11-13,204.000000,204.000000,199.039993,199.990005,194.109818,2989160
2014-11-14,200.000000,203.619995,199.000000,202.960007,196.992477,5073565
2014-11-17,202.000000,212.000000,200.710007,211.500000,205.281387,5876165
2014-11-18,211.419998,213.679993,209.600006,211.199997,204.990204,4868800
2014-11-19,210.800003,211.580002,205.399994,208.009995,201.893982,2892565
2014-11-20,208.800003,208.800003,202.500000,205.100006,199.069565,3090635
2014-11-21,206.199997,210.820007,204.399994,207.729996,201.622223,5088175
2014-11-24,208.660004,211.169998,206.880005,208.050003,201.932831,3816015
2014-11-25,208.020004,208.550003,201.399994,202.309998,196.361588,3561060
2014-11-26,201.899994,204.679993,200.279999,202.330002,196.380997,3070940
2014-11-27,202.800003,205.740005,202.410004,203.050003,197.079834,6046725
2014-11-28,204.559998,219.889999,204.110001,217.440002,211.046738,13585040
2014-12-01,218.199997,220.940002,214.869995,216.529999,210.163483,6643650
2014-12-02,215.070007,221.649994,212.639999,216.910004,210.532318,9117655
2014-12-03,217.000000,220.500000,216.399994,217.830002,211.425262,5453150
2014-12-04,218.039993,220.250000,214.399994,217.039993,210.658478,5082730
2014-12-05,217.990005,223.949997,216.419998,220.910004,214.414703,7229910
2014-12-08,221.600006,224.990005,215.500000,217.000000,210.619675,5775860
2014-12-09,216.619995,219.300003,208.679993,209.929993,203.757523,4957285
2014-12-10,209.220001,215.199997,209.000000,214.440002,208.134933,7271825
2014-12-11,214.639999,217.710007,209.449997,214.639999,208.329056,5471540
2014-12-12,215.399994,216.869995,209.550003,211.929993,205.698730,4341205
2014-12-15,211.000000,216.210007,209.820007,211.479996,205.261963,4405695
2014-12-16,210.199997,212.839996,200.500000,201.699997,195.769516,4985480
2014-12-17,200.000000,204.589996,197.000000,202.020004,196.080124,7882705
2014-12-18,206.600006,212.610001,205.080002,211.029999,204.825195,5835325
2014-12-19,213.399994,214.399994,206.899994,208.080002,201.961945,4570985
2014-12-22,208.639999,211.800003,206.509995,211.080002,204.873734,3005515
2014-12-23,213.399994,215.979996,210.600006,211.850006,205.621109,5512180
2014-12-24,211.699997,213.600006,210.919998,211.940002,205.708450,4165820
2014-12-26,213.000000,214.720001,210.929993,213.639999,207.358459,3819035
2014-12-29,215.570007,215.800003,213.119995,213.679993,207.397278,2682715
2014-12-30,213.410004,217.059998,211.309998,216.470001,210.105255,2778775
2014-12-31,217.000000,218.000000,215.070007,216.779999,210.406143,2973115
2015-01-01,216.020004,217.759995,214.550003,216.610001,210.241135,1756690
2015-01-02,217.179993,220.380005,216.919998,219.250000,212.803513,4821335
2015-01-05,219.039993,221.699997,218.389999,219.190002,212.745270,3086905
2015-01-06,217.800003,218.000000,211.000000,211.899994,205.669601,3522250
2015-01-07,212.000000,214.600006,208.990005,213.339996,207.067291,3479130
2015-01-08,215.979996,216.789993,214.000000,215.520004,209.183182,3362435
2015-01-09,216.880005,217.399994,210.399994,212.089996,205.854034,3476375
2015-01-12,212.000000,218.250000,211.000000,216.000000,209.649078,3543650
2015-01-13,217.000000,220.160004,215.000000,216.320007,209.959671,3755550
2015-01-14,216.020004,217.399994,213.600006,215.009995,208.688171,2665010
2015-01-15,224.399994,224.399994,218.369995,219.639999,213.182037,6556590
2015-01-16,219.199997,219.589996,215.710007,216.169998,209.814072,2839640
2015-01-19,217.000000,219.300003,216.419998,216.970001,210.590546,2577480
2015-01-20,217.440002,219.779999,216.800003,217.360001,210.969086,4154670
2015-01-21,217.699997,227.740005,217.699997,225.580002,218.947388,13617875
2015-01-22,228.399994,228.399994,221.100006,223.850006,217.268265,4837641
2015-01-23,227.449997,228.899994,219.699997,223.100006,216.540314,4098897
2015-01-27,224.899994,224.899994,219.500000,222.949997,216.394714,2373640
2015-01-28,222.899994,227.850006,220.399994,223.550003,216.977081,2889375
2015-01-29,222.850006,224.949997,216.149994,217.149994,210.765244,4185095
2015-01-30,220.699997,220.699997,185.600006,193.149994,187.470917,26571571
2015-02-02,192.000000,192.050003,183.750000,187.850006,182.326767,9608649
2015-02-03,190.000000,191.899994,184.399994,185.050003,179.609085,7684466
2015-02-04,186.800003,188.000000,182.050003,184.899994,179.463486,4629789
2015-02-05,185.800003,185.800003,175.300003,177.550003,172.329605,6190147
2015-02-06,175.550003,177.699997,169.350006,175.949997,170.776627,9804062
2015-02-09,175.000000,178.250000,172.500000,173.449997,168.350143,5120528
2015-02-10,171.199997,181.199997,171.000000,176.399994,171.213409,6840733
2015-02-11,177.899994,182.850006,177.199997,180.949997,175.629623,4844214
2015-02-12,182.350006,182.350006,178.050003,180.800003,175.484039,3925259
2015-02-13,182.699997,185.300003,180.199997,182.949997,177.570816,6503715
2015-02-16,182.949997,184.600006,180.000000,182.750000,177.376709,3812278
2015-02-18,183.000000,184.100006,180.000000,183.199997,177.813461,2911544
2015-02-19,183.949997,184.399994,175.500000,178.550003,173.300186,3680925
2015-02-20,179.000000,186.899994,176.500000,183.300003,177.910522,5045503
2015-02-23,183.649994,186.050003,180.500000,182.350006,176.988480,2602925
2015-02-24,181.949997,181.949997,175.550003,176.750000,171.553116,5597490
2015-02-25,178.300003,179.899994,176.250000,177.149994,171.941360,2460589
2015-02-26,177.649994,178.100006,170.050003,171.350006,166.311905,6028053
2015-02-27,174.649994,182.000000,173.250000,181.000000,175.678146,7519323
2015-03-02,186.750000,187.149994,179.300003,182.399994,177.036987,6392228
2015-03-03,183.100006,189.000000,181.649994,187.199997,181.695862,4600689
2015-03-04,198.000000,198.699997,179.100006,180.399994,175.095779,10089085
2015-03-05,181.000000,184.949997,178.699997,184.050003,178.638474,4903762
2015-03-09,181.899994,182.899994,178.199997,180.050003,174.756104,3673996
2015-03-10,180.050003,182.800003,176.000000,179.850006,174.561981,4343844
2015-03-11,180.500000,181.050003,175.550003,176.899994,171.698700,5397609
2015-03-12,178.500000,181.750000,177.699997,179.850006,174.561981,3287802
2015-03-13,182.000000,182.000000,176.750000,179.000000,173.736969,3943207
2015-03-16,179.500000,184.000000,177.100006,182.649994,177.279648,2505846
2015-03-17,183.500000,184.000000,178.600006,182.399994,177.036987,8351223
2015-03-18,182.500000,185.250000,181.149994,182.250000,176.891403,5675528
2015-03-19,184.449997,184.500000,174.699997,176.500000,171.310471,3985822
2015-03-20,175.899994,175.899994,171.449997,172.649994,167.573654,4641618
2015-03-23,173.699997,173.850006,169.000000,169.649994,164.661880,3823894
2015-03-24,168.800003,169.699997,165.149994,167.899994,162.963318,4820887
2015-03-25,168.000000,168.800003,163.800003,165.850006,160.973602,3645828
2015-03-26,164.300003,167.399994,159.899994,161.000000,156.266205,5071690
2015-03-27,163.000000,163.100006,155.399994,160.949997,156.217682,5769981
2015-03-30,162.649994,164.699997,157.649994,163.850006,159.032425,3858765
2015-03-31,164.800003,167.899994,162.199997,163.500000,158.692703,3106448
2015-04-01,162.750000,170.399994,162.050003,168.899994,163.933929,2949846
2015-04-06,170.000000,171.000000,166.250000,168.500000,163.545685,3290047
2015-04-07,169.500000,172.100006,167.050003,170.050003,165.050110,4180773
2015-04-08,170.899994,172.000000,167.100006,168.850006,163.885406,3861270
2015-04-09,170.000000,173.699997,166.899994,171.750000,166.700134,6614147
2015-04-10,171.800003,175.250000,170.899994,174.199997,169.078094,3006064
2015-04-13,175.000000,177.899994,174.100006,175.550003,170.388397,3611426
2015-04-15,175.000000,180.949997,174.600006,178.500000,173.251663,5417127
2015-04-16,177.649994,178.449997,172.649994,177.149994,171.941360,3639137
2015-04-17,176.649994,178.500000,173.300003,177.600006,172.378143,4959230
2015-04-20,177.500000,182.899994,177.100006,179.500000,174.222260,4825832
2015-04-21,177.050003,180.899994,174.550003,180.149994,174.853149,3869287
2015-04-22,180.699997,181.500000,177.100006,179.850006,174.561981,4312011
2015-04-23,181.000000,181.850006,177.250000,179.449997,174.173737,2881464
2015-04-24,179.050003,179.800003,172.649994,174.149994,169.029556,3767395
2015-04-27,173.300003,173.899994,168.300003,170.850006,165.826599,3785253
2015-04-28,170.000000,174.699997,168.550003,173.449997,168.350143,3662553
2015-04-29,173.199997,174.800003,170.800003,171.850006,166.797195,2612681
2015-04-30,171.000000,171.449997,167.399994,169.000000,164.030991,7842228
2015-05-04,170.000000,171.800003,169.000000,170.699997,165.681000,3008312
2015-05-05,170.600006,172.649994,169.100006,170.000000,165.001572,2534193
2015-05-06,169.399994,169.800003,160.600006,162.149994,157.382385,5258349
2015-05-07,161.399994,161.500000,151.149994,153.449997,148.938202,4557160
2015-05-08,155.050003,156.199997,142.699997,145.100006,140.833710,10251402
2015-05-11,146.100006,171.000000,143.800003,169.699997,164.710403,41425174
2015-05-12,166.699997,166.699997,157.000000,158.399994,153.742645,14873892
2015-05-13,158.699997,164.199997,156.149994,162.449997,157.673569,10010370
2015-05-14,161.899994,165.350006,158.500000,164.550003,159.711823,5794416
2015-05-15,164.600006,166.850006,159.500000,160.149994,155.441193,5242230
2015-05-18,161.199997,163.000000,158.350006,162.000000,157.236801,4664516
2015-05-19,162.399994,163.500000,159.500000,160.649994,155.926498,5172399
2015-05-20,161.350006,162.649994,159.100006,159.750000,155.052948,6020396
2015-05-21,160.000000,160.949997,154.399994,156.550003,151.947052,9769684
2015-05-22,157.199997,161.699997,154.100006,155.399994,150.830856,10826845
2015-05-25,154.699997,160.350006,153.699997,157.800003,153.160294,7072782
2015-05-26,157.800003,159.949997,156.649994,159.449997,154.761765,4424001
2015-05-27,158.000000,162.449997,157.500000,161.149994,156.411789,5157528
2015-05-28,162.000000,162.800003,159.300003,160.100006,155.392670,6754062
2015-05-29,161.050003,163.399994,160.199997,162.600006,157.819168,3062331
2015-06-01,162.949997,165.500000,162.800003,165.199997,160.342712,2676738
2015-06-02,165.000000,165.399994,158.100006,160.399994,155.683838,6924607
2015-06-03,160.399994,162.100006,157.600006,161.250000,156.508865,4401831
2015-06-04,161.500000,164.149994,158.850006,161.699997,156.945633,4143649
2015-06-05,160.750000,164.000000,158.350006,160.250000,155.538254,3279486
2015-06-08,160.600006,160.600006,153.250000,155.800003,151.219101,3945209
2015-06-09,154.149994,157.500000,151.699997,153.149994,148.647018,3763411
2015-06-10,153.850006,156.199997,151.750000,152.949997,148.452896,2524002
2015-06-11,155.000000,155.500000,147.199997,148.500000,144.133743,5764683
2015-06-12,148.000000,148.899994,145.000000,146.949997,142.629303,5128967
2015-06-15,146.000000,146.300003,142.500000,143.000000,138.795456,4038893
2015-06-16,140.250000,142.699997,139.300003,142.000000,140.979645,3402715
2015-06-17,143.500000,143.850006,139.649994,140.649994,139.639328,4270636
2015-06-18,141.000000,142.300003,138.000000,138.649994,137.653702,6503800
2015-06-19,140.000000,142.649994,138.600006,142.100006,141.078934,7842982
2015-06-22,142.949997,148.350006,142.850006,146.399994,145.348022,8289651
2015-06-23,148.100006,152.500000,147.500000,150.300003,149.220001,7716684
2015-06-24,150.500000,151.000000,145.050003,145.899994,144.851608,5367111
2015-06-25,145.050003,146.550003,142.899994,145.000000,143.958084,9470741
2015-06-26,145.000000,146.149994,142.000000,144.550003,143.511322,3873668
2015-06-29,140.149994,144.899994,137.149994,144.100006,143.064560,7374943
2015-06-30,143.149994,145.750000,143.149994,144.149994,143.114182,4426223
2015-07-01,144.649994,151.699997,144.050003,150.300003,149.220001,7157760
2015-07-02,151.000000,152.300003,149.000000,150.000000,148.922150,3767294
2015-07-03,150.000000,151.550003,149.100006,150.800003,149.716415,2752843
2015-07-06,148.000000,153.899994,147.000000,153.149994,152.049515,3643339
2015-07-07,153.149994,156.750000,152.199997,153.649994,152.545914,3734468
2015-07-08,151.899994,153.500000,148.600006,151.350006,150.262466,3619661
2015-07-09,152.050003,155.000000,151.050003,152.949997,151.850952,3722985
2015-07-10,154.750000,156.899994,153.899994,156.449997,155.325806,4029043
2015-07-13,157.550003,157.899994,155.149994,156.350006,155.226532,2298645
2015-07-14,156.350006,158.100006,155.100006,155.800003,154.680481,2326359
2015-07-15,155.550003,157.500000,153.300003,156.399994,155.276154,3132522
2015-07-16,157.500000,157.500000,154.500000,155.550003,154.432281,3668575
2015-07-17,156.000000,157.350006,155.300003,156.250000,155.127243,1876316
2015-07-20,156.000000,157.350006,151.500000,152.949997,151.850952,1947949
2015-07-21,152.149994,153.850006,150.300003,150.699997,149.617126,1944809
2015-07-22,149.199997,153.399994,148.000000,152.699997,151.602753,2328858
2015-07-23,153.000000,154.350006,151.850006,152.750000,151.652390,1951047
2015-07-24,154.000000,157.800003,153.500000,155.750000,154.630844,5482823
2015-07-27,154.399994,155.149994,151.600006,152.300003,151.205627,4409981
2015-07-28,152.649994,156.949997,150.800003,153.850006,152.744492,7724877
2015-07-29,154.250000,154.750000,151.250000,153.199997,152.099152,2710677
2015-07-30,154.100006,170.000000,153.449997,168.600006,167.388504,32688630
2015-07-31,169.000000,179.399994,166.000000,177.500000,176.224548,17527120
2015-08-03,178.899994,190.000000,178.050003,184.850006,183.521744,13017224
2015-08-04,185.000000,192.850006,181.699997,191.050003,189.677185,18672290
2015-08-05,191.000000,192.350006,186.149994,189.000000,187.641922,12794678
2015-08-06,187.350006,191.250000,185.149994,189.399994,188.039032,9259306
2015-08-07,188.000000,188.699997,183.649994,185.000000,183.670654,6318145
2015-08-10,184.000000,186.699997,180.500000,182.100006,180.791504,5175357
2015-08-11,182.899994,184.699997,175.649994,178.050003,176.770599,6721139
2015-08-12,177.000000,182.600006,175.350006,176.050003,174.784973,5013717
2015-08-13,177.800003,183.000000,175.500000,176.750000,175.479935,6253658
2015-08-14,178.600006,186.149994,175.750000,184.399994,183.074966,14076858
2015-08-17,196.000000,215.899994,196.000000,212.800003,211.270905,45185457
2015-08-18,213.399994,216.300003,208.550003,212.899994,211.370178,17259800
2015-08-19,211.000000,211.399994,205.350006,208.750000,207.250000,10787146
2015-08-20,205.000000,210.399994,194.649994,201.100006,199.654968,15568519
